0.1 	 4920 
0.2 	 431 
0.3 	 325 
0.4 	 547 
0.5 	 818 
0.6 	 1395 
0.7 	 2147 
0.8 	 2241 
0.9 	 2588 
1 	 3265 
1.1 	 162 
1.2 	 135 
1.3 	 208 
1.4 	 235 
1.5 	 344 
1.6 	 393 
1.7 	 411 
1.8 	 442 
1.9 	 384 
2 	 257 
2.1 	 74 
2.2 	 117 
2.3 	 100 
2.4 	 105 
2.5 	 135 
2.6 	 121 
2.7 	 124 
2.8 	 96 
2.9 	 67 
3 	 49 
3.1 	 47 
3.2 	 53 
3.3 	 50 
3.4 	 53 
3.5 	 49 
3.6 	 45 
3.7 	 36 
3.8 	 32 
3.9 	 31 
4 	 29 
4.1 	 28 
4.2 	 30 
4.3 	 29 
4.4 	 27 
4.5 	 16 
4.6 	 14 
4.7 	 18 
4.8 	 11 
4.9 	 16 
5 	 15 
5.1 	 6 
5.2 	 17 
5.3 	 11 
5.4 	 13 
5.5 	 18 
5.6 	 9 
5.7 	 17 
5.8 	 12 
5.9 	 9 
6 	 5 
6.1 	 8 
6.2 	 7 
6.3 	 3 
6.4 	 16 
6.5 	 10 
6.6 	 7 
6.7 	 7 
6.8 	 6 
6.9 	 5 
7 	 7 
7.1 	 3 
7.2 	 5 
7.3 	 3 
7.4 	 8 
7.5 	 2 
7.6 	 4 
7.7 	 5 
7.8 	 3 
7.9 	 1 
8 	 3 
8.1 	 2 
8.2 	 3 
8.3 	 2 
8.4 	 2 
8.5 	 2 
8.6 	 2 
8.7 	 1 
8.8 	 3 
8.9 	 1 
9 	 4 
9.1 	 0 
9.2 	 3 
9.3 	 1 
9.4 	 3 
9.5 	 4 
9.6 	 5 
9.7 	 3 
9.8 	 1 
9.9 	 2 
10 	 1 
10.1 	 1 
10.2 	 2 
10.3 	 3 
10.4 	 5 
10.5 	 5 
10.6 	 2 
10.7 	 0 
10.8 	 1 
10.9 	 1 
11 	 1 
11.1 	 0 
11.2 	 0 
11.3 	 2 
11.4 	 0 
11.5 	 1 
11.6 	 3 
11.7 	 0 
11.8 	 2 
11.9 	 1 
12 	 1 
12.1 	 2 
12.2 	 0 
12.3 	 2 
12.4 	 1 
12.5 	 2 
12.6 	 2 
12.7 	 0 
12.8 	 1 
12.9 	 0 
13 	 1 
13.1 	 1 
13.2 	 1 
13.3 	 0 
13.4 	 0 
13.5 	 2 
13.6 	 0 
13.7 	 1 
13.8 	 0 
13.9 	 0 
14 	 2 
14.1 	 0 
14.2 	 1 
14.3 	 0 
14.4 	 0 
14.5 	 0 
14.6 	 0 
14.7 	 0 
14.8 	 0 
14.9 	 0 
15 	 2 
15.1 	 3 
15.2 	 1 
15.3 	 1 
15.4 	 1 
15.5 	 2 
15.6 	 0 
15.7 	 1 
15.8 	 0 
15.9 	 0 
16 	 1 
16.1 	 0 
16.2 	 0 
16.3 	 0 
16.4 	 0 
16.5 	 0 
16.6 	 1 
16.7 	 0 
16.8 	 0 
16.9 	 0 
17 	 0 
17.1 	 0 
17.2 	 0 
17.3 	 1 
17.4 	 0 
17.5 	 1 
17.6 	 0 
17.7 	 1 
17.8 	 0 
17.9 	 0 
18 	 0 
18.1 	 1 
18.2 	 0 
18.3 	 0 
18.4 	 1 
18.5 	 0 
18.6 	 0 
18.7 	 0 
18.8 	 0 
18.9 	 0 
19 	 0 
19.1 	 0 
19.2 	 1 
19.3 	 0 
19.4 	 1 
19.5 	 0 
19.6 	 0 
19.7 	 0 
19.8 	 0 
19.9 	 0 
20 	 0 
20.1 	 0 
20.2 	 0 
20.3 	 0 
20.4 	 2 
20.5 	 0 
20.6 	 0 
20.7 	 1 
20.8 	 1 
20.9 	 0 
21 	 0 
21.1 	 0 
21.2 	 0 
21.3 	 0 
21.4 	 1 
21.5 	 0 
21.6 	 0 
21.7 	 1 
21.8 	 0 
21.9 	 0 
22 	 0 
22.1 	 0 
22.2 	 0 
22.3 	 1 
22.4 	 2 
22.5 	 0 
22.6 	 0 
22.7 	 0 
22.8 	 0 
22.9 	 0 
23 	 0 
23.1 	 0 
23.2 	 0 
23.3 	 0 
23.4 	 0 
23.5 	 0 
23.6 	 0 
23.7 	 0 
23.8 	 0 
23.9 	 0 
24 	 0 
24.1 	 0 
24.2 	 0 
24.3 	 0 
24.4 	 0 
24.5 	 0 
24.6 	 2 
24.7 	 0 
24.8 	 0 
24.9 	 0 
25 	 0 
