13.6 	 2 
13.7 	 3 
13.8 	 1 
13.9 	 4 
14 	 7 
14.1 	 3 
14.2 	 2 
14.3 	 3 
14.4 	 1 
14.5 	 3 
14.6 	 1 
14.7 	 2 
14.8 	 2 
14.9 	 3 
15 	 7 
15.1 	 1 
15.2 	 2 
15.3 	 1 
15.4 	 1 
15.5 	 0 
15.6 	 2 
15.7 	 2 
15.8 	 5 
15.9 	 5 
16 	 3 
16.1 	 1 
16.2 	 1 
16.3 	 0 
16.4 	 2 
16.5 	 4 
16.6 	 1 
16.7 	 7 
16.8 	 4 
16.9 	 3 
17 	 4 
17.1 	 0 
17.2 	 0 
17.3 	 2 
17.4 	 0 
17.5 	 2 
17.6 	 2 
17.7 	 2 
17.8 	 2 
17.9 	 4 
18 	 2 
18.1 	 0 
18.2 	 1 
18.3 	 0 
18.4 	 5 
18.5 	 3 
18.6 	 4 
18.7 	 1 
18.8 	 1 
18.9 	 4 
19 	 3 
19.1 	 0 
19.2 	 4 
19.3 	 1 
19.4 	 1 
19.5 	 4 
19.6 	 1 
19.7 	 0 
19.8 	 5 
19.9 	 4 
20 	 1 
20.1 	 2 
20.2 	 0 
20.3 	 1 
20.4 	 0 
20.5 	 1 
20.6 	 1 
20.7 	 1 
20.8 	 2 
20.9 	 5 
21 	 4 
21.1 	 2 
21.2 	 3 
21.3 	 3 
21.4 	 0 
21.5 	 3 
21.6 	 4 
21.7 	 2 
21.8 	 3 
21.9 	 10 
22 	 1 
22.1 	 3 
22.2 	 3 
22.3 	 3 
22.4 	 2 
22.5 	 1 
22.6 	 4 
22.7 	 1 
22.8 	 3 
22.9 	 6 
23 	 2 
23.1 	 2 
23.2 	 2 
23.3 	 3 
23.4 	 4 
23.5 	 3 
23.6 	 5 
23.7 	 5 
23.8 	 4 
23.9 	 3 
24 	 2 
24.1 	 2 
24.2 	 5 
24.3 	 3 
24.4 	 1 
24.5 	 4 
24.6 	 3 
24.7 	 3 
24.8 	 4 
24.9 	 3 
25 	 4 
25.1 	 2 
25.2 	 2 
25.3 	 2 
25.4 	 2 
25.5 	 6 
25.6 	 6 
25.7 	 3 
25.8 	 4 
25.9 	 6 
26 	 3 
26.1 	 4 
26.2 	 3 
26.3 	 3 
26.4 	 1 
26.5 	 6 
26.6 	 4 
26.7 	 4 
26.8 	 8 
26.9 	 7 
27 	 2 
27.1 	 3 
27.2 	 3 
27.3 	 7 
27.4 	 3 
27.5 	 6 
27.6 	 8 
27.7 	 0 
27.8 	 11 
27.9 	 5 
28 	 5 
28.1 	 5 
28.2 	 2 
28.3 	 4 
28.4 	 3 
28.5 	 4 
28.6 	 6 
28.7 	 8 
28.8 	 5 
28.9 	 7 
29 	 3 
29.1 	 4 
29.2 	 4 
29.3 	 7 
29.4 	 6 
29.5 	 4 
29.6 	 7 
29.7 	 5 
29.8 	 6 
29.9 	 9 
30 	 4 
30.1 	 5 
30.2 	 5 
30.3 	 6 
30.4 	 5 
30.5 	 5 
30.6 	 10 
30.7 	 7 
30.8 	 4 
30.9 	 2 
31 	 1 
31.1 	 2 
31.2 	 5 
31.3 	 4 
31.4 	 5 
31.5 	 2 
31.6 	 2 
31.7 	 4 
31.8 	 6 
31.9 	 4 
32 	 6 
32.1 	 3 
32.2 	 4 
32.3 	 7 
32.4 	 6 
32.5 	 6 
32.6 	 10 
32.7 	 1 
32.8 	 4 
32.9 	 4 
33 	 7 
33.1 	 5 
33.2 	 4 
33.3 	 7 
33.4 	 7 
33.5 	 8 
33.6 	 7 
33.7 	 8 
33.8 	 6 
33.9 	 7 
34 	 5 
34.1 	 3 
34.2 	 3 
34.3 	 8 
34.4 	 5 
34.5 	 2 
34.6 	 5 
34.7 	 4 
34.8 	 5 
34.9 	 3 
35 	 6 
35.1 	 3 
35.2 	 5 
35.3 	 2 
35.4 	 5 
35.5 	 2 
35.6 	 5 
35.7 	 8 
35.8 	 7 
35.9 	 6 
36 	 5 
36.1 	 3 
36.2 	 7 
36.3 	 10 
36.4 	 2 
36.5 	 6 
36.6 	 8 
36.7 	 8 
36.8 	 7 
36.9 	 2 
37 	 5 
37.1 	 4 
37.2 	 6 
37.3 	 5 
37.4 	 4 
37.5 	 0 
37.6 	 4 
37.7 	 7 
37.8 	 3 
37.9 	 2 
38 	 6 
38.1 	 3 
38.2 	 5 
38.3 	 8 
38.4 	 6 
38.5 	 6 
38.6 	 6 
38.7 	 6 
38.8 	 2 
38.9 	 9 
39 	 5 
39.1 	 7 
39.2 	 5 
39.3 	 5 
39.4 	 4 
39.5 	 10 
39.6 	 5 
39.7 	 7 
39.8 	 6 
39.9 	 5 
40 	 5 
40.1 	 5 
40.2 	 8 
40.3 	 1 
40.4 	 6 
40.5 	 7 
40.6 	 4 
40.7 	 4 
40.8 	 9 
40.9 	 5 
41 	 2 
41.1 	 5 
41.2 	 9 
41.3 	 3 
41.4 	 3 
41.5 	 5 
41.6 	 7 
41.7 	 9 
41.8 	 5 
41.9 	 7 
42 	 6 
42.1 	 5 
42.2 	 6 
42.3 	 5 
42.4 	 6 
42.5 	 1 
42.6 	 5 
42.7 	 3 
42.8 	 4 
42.9 	 6 
43 	 3 
43.1 	 9 
43.2 	 4 
43.3 	 11 
43.4 	 7 
43.5 	 9 
43.6 	 3 
43.7 	 6 
43.8 	 3 
43.9 	 3 
44 	 7 
44.1 	 5 
44.2 	 9 
44.3 	 4 
44.4 	 10 
44.5 	 4 
44.6 	 4 
44.7 	 4 
44.8 	 4 
44.9 	 6 
45 	 5 
45.1 	 2 
45.2 	 4 
45.3 	 5 
45.4 	 4 
45.5 	 6 
45.6 	 5 
45.7 	 3 
45.8 	 3 
45.9 	 2 
46 	 4 
46.1 	 3 
46.2 	 5 
46.3 	 4 
46.4 	 6 
46.5 	 4 
46.6 	 9 
46.7 	 4 
46.8 	 5 
46.9 	 3 
47 	 1 
47.1 	 3 
47.2 	 4 
47.3 	 8 
47.4 	 6 
47.5 	 1 
47.6 	 4 
47.7 	 4 
47.8 	 5 
47.9 	 7 
48 	 3 
48.1 	 3 
48.2 	 1 
48.3 	 3 
48.4 	 6 
48.5 	 6 
48.6 	 2 
48.7 	 2 
48.8 	 3 
48.9 	 1 
49 	 7 
49.1 	 3 
49.2 	 6 
49.3 	 6 
49.4 	 2 
49.5 	 3 
49.6 	 6 
49.7 	 5 
49.8 	 4 
49.9 	 6 
50 	 2 
50.1 	 6 
50.2 	 2 
50.3 	 4 
50.4 	 4 
50.5 	 2 
50.6 	 6 
50.7 	 4 
50.8 	 4 
50.9 	 2 
51 	 4 
51.1 	 2 
51.2 	 4 
51.3 	 2 
51.4 	 1 
51.5 	 2 
51.6 	 3 
51.7 	 3 
51.8 	 1 
51.9 	 5 
52 	 4 
52.1 	 0 
52.2 	 3 
52.3 	 2 
52.4 	 5 
52.5 	 2 
52.6 	 5 
52.7 	 4 
52.8 	 3 
52.9 	 3 
53 	 2 
53.1 	 4 
53.2 	 3 
53.3 	 2 
53.4 	 1 
53.5 	 5 
53.6 	 7 
53.7 	 2 
53.8 	 4 
53.9 	 1 
54 	 2 
54.1 	 3 
54.2 	 2 
54.3 	 7 
54.4 	 1 
54.5 	 2 
54.6 	 5 
54.7 	 2 
54.8 	 2 
54.9 	 5 
55 	 3 
55.1 	 1 
55.2 	 2 
55.3 	 6 
55.4 	 6 
55.5 	 2 
55.6 	 4 
55.7 	 2 
55.8 	 2 
55.9 	 1 
56 	 3 
56.1 	 4 
56.2 	 2 
56.3 	 2 
56.4 	 5 
56.5 	 2 
56.6 	 3 
56.7 	 1 
56.8 	 4 
56.9 	 4 
57 	 1 
57.1 	 6 
57.2 	 2 
57.3 	 3 
57.4 	 2 
57.5 	 2 
57.6 	 2 
57.7 	 3 
57.8 	 4 
57.9 	 2 
58 	 3 
58.1 	 1 
58.2 	 7 
58.3 	 4 
58.4 	 3 
58.5 	 1 
58.6 	 2 
58.7 	 4 
58.8 	 1 
58.9 	 2 
59 	 5 
59.1 	 4 
59.2 	 0 
59.3 	 2 
59.4 	 0 
59.5 	 1 
59.6 	 1 
59.7 	 2 
59.8 	 0 
59.9 	 1 
60 	 2 
60.1 	 3 
60.2 	 2 
60.3 	 3 
60.4 	 3 
60.5 	 1 
60.6 	 1 
60.7 	 2 
60.8 	 2 
60.9 	 1 
61 	 2 
61.1 	 0 
61.2 	 0 
61.3 	 4 
61.4 	 1 
61.5 	 1 
61.6 	 1 
61.7 	 2 
61.8 	 1 
61.9 	 3 
62 	 3 
62.1 	 5 
62.2 	 5 
62.3 	 4 
62.4 	 2 
62.5 	 3 
62.6 	 4 
62.7 	 1 
62.8 	 1 
62.9 	 0 
63 	 3 
63.1 	 3 
63.2 	 1 
63.3 	 2 
63.4 	 0 
63.5 	 0 
63.6 	 7 
63.7 	 2 
63.8 	 2 
63.9 	 3 
64 	 3 
64.1 	 0 
64.2 	 1 
64.3 	 2 
64.4 	 1 
64.5 	 1 
64.6 	 1 
64.7 	 0 
64.8 	 4 
64.9 	 1 
65 	 1 
65.1 	 1 
65.2 	 3 
65.3 	 1 
65.4 	 2 
65.5 	 1 
65.6 	 1 
65.7 	 1 
65.8 	 0 
65.9 	 0 
66 	 0 
66.1 	 0 
66.2 	 1 
66.3 	 0 
66.4 	 0 
66.5 	 1 
66.6 	 2 
66.7 	 1 
66.8 	 1 
66.9 	 2 
67 	 0 
67.1 	 2 
67.2 	 0 
67.3 	 1 
67.4 	 2 
67.5 	 0 
67.6 	 1 
67.7 	 1 
67.8 	 0 
67.9 	 0 
68 	 0 
68.1 	 1 
68.2 	 0 
68.3 	 1 
68.4 	 1 
68.5 	 0 
68.6 	 0 
68.7 	 3 
68.8 	 0 
68.9 	 1 
69 	 1 
69.1 	 0 
69.2 	 1 
69.3 	 3 
69.4 	 1 
69.5 	 1 
69.6 	 2 
69.7 	 2 
69.8 	 1 
69.9 	 3 
70 	 0 
70.1 	 2 
70.2 	 0 
70.3 	 3 
70.4 	 1 
70.5 	 0 
70.6 	 2 
70.7 	 1 
70.8 	 3 
70.9 	 0 
71 	 0 
71.1 	 0 
71.2 	 1 
71.3 	 1 
71.4 	 1 
71.5 	 0 
71.6 	 0 
71.7 	 0 
71.8 	 1 
71.9 	 0 
72 	 1 
72.1 	 1 
72.2 	 1 
72.3 	 1 
72.4 	 1 
72.5 	 0 
72.6 	 0 
72.7 	 0 
72.8 	 2 
72.9 	 0 
73 	 3 
73.1 	 1 
73.2 	 0 
73.3 	 5 
73.4 	 0 
73.5 	 0 
73.6 	 1 
73.7 	 1 
73.8 	 1 
73.9 	 0 
74 	 1 
74.1 	 1 
74.2 	 0 
74.3 	 1 
74.4 	 1 
74.5 	 2 
74.6 	 2 
74.7 	 0 
74.8 	 0 
74.9 	 0 
75 	 1 
75.1 	 1 
75.2 	 0 
75.3 	 0 
75.4 	 0 
75.5 	 0 
75.6 	 1 
75.7 	 1 
75.8 	 0 
75.9 	 0 
76 	 0 
76.1 	 0 
76.2 	 0 
76.3 	 0 
76.4 	 0 
76.5 	 3 
76.6 	 0 
76.7 	 0 
76.8 	 0 
76.9 	 0 
77 	 0 
77.1 	 0 
77.2 	 0 
77.3 	 1 
77.4 	 0 
77.5 	 1 
77.6 	 0 
77.7 	 1 
77.8 	 0 
77.9 	 0 
78 	 1 
78.1 	 3 
78.2 	 1 
78.3 	 3 
78.4 	 0 
78.5 	 0 
78.6 	 0 
78.7 	 1 
78.8 	 3 
78.9 	 0 
79 	 3 
79.1 	 0 
79.2 	 0 
79.3 	 0 
79.4 	 2 
79.5 	 0 
79.6 	 0 
79.7 	 0 
79.8 	 0 
79.9 	 0 
80 	 1 
80.1 	 1 
80.2 	 0 
80.3 	 2 
80.4 	 0 
80.5 	 0 
80.6 	 0 
80.7 	 0 
80.8 	 0 
80.9 	 1 
81 	 0 
81.1 	 1 
81.2 	 2 
81.3 	 0 
81.4 	 1 
81.5 	 0 
81.6 	 0 
81.7 	 1 
81.8 	 0 
81.9 	 0 
82 	 0 
82.1 	 0 
82.2 	 1 
82.3 	 1 
82.4 	 2 
82.5 	 1 
82.6 	 0 
82.7 	 0 
82.8 	 1 
82.9 	 1 
83 	 0 
83.1 	 0 
83.2 	 0 
83.3 	 0 
83.4 	 1 
83.5 	 5 
83.6 	 1 
83.7 	 0 
83.8 	 1 
83.9 	 0 
84 	 0 
84.1 	 0 
84.2 	 0 
84.3 	 0 
84.4 	 0 
84.5 	 1 
84.6 	 0 
84.7 	 1 
84.8 	 0 
84.9 	 1 
85 	 1 
